date,x,y,effort,nsets,cpue,FEI
2015-08,-43.5,41.5,97.5784759521484,18,1129.55554199219,0.000742520263884217
2015-08,-42.5,41.5,83.067497253418,6,1655,0.000629314861726016
2015-08,-39.5,41.5,600.458312988281,14,804.142883300781,0.00420741597190499
2015-08,-38.5,41.5,328.351654052734,14,840,0.00266666407696903
2015-08,-40.5,40.5,76.2070846557617,8,618.25,0.00075614097295329
2015-08,-39.5,40.5,219.870422363281,4,698.5,0.00239842454902828
2015-08,-38.5,40.5,54.5261116027832,7,1084.71423339844,0.000178610906004906
2015-09,-43.5,45.5,13.3972225189209,2,1052.5,6.12758958595805e-05
2015-09,-44.5,43.5,21.8633327484131,4,762.5,0.000176953282789327
2015-09,-43.5,43.5,35.4348602294922,6,413.666656494141,0.000296199985314161
2015-09,-41.5,43.5,20.3286113739014,2,490,0.00111865357030183
2015-09,-32.5,43.5,34.3470840454102,3,313.333343505859,0.000166388854268007
2015-09,-49.5,42.5,49.6673622131348,5,903.200012207031,0.00034029854577966
2015-09,-46.5,42.5,29.5475006103516,3,347.333343505859,0.000210846512345597
2015-09,-44.5,42.5,32.7527770996094,14,547.142883300781,0.000128893021610565
2015-09,-43.5,42.5,77.8775024414062,14,432.928558349609,0.00205771625041962
2015-09,-42.5,42.5,113.769165039062,12,547.083312988281,0.00163495342712849
2015-09,-38.5,42.5,72.1297225952148,4,364.25,0.00023854682513047
2015-09,-37.5,42.5,48.9045829772949,12,502,0.005497005302459
2015-09,-34.5,42.5,8.60305595397949,2,439,0.000135537091409788
2015-09,-48.5,41.5,33.1433334350586,8,731.5,0.000461551768239588
2015-09,-47.5,41.5,51.0484733581543,7,847.571411132812,0.000364274223102257
2015-09,-45.5,41.5,103.810554504395,7,529.285705566406,0.000771129853092134
2015-09,-44.5,41.5,257.058319091797,16,489.125,0.00280646933242679
2015-09,-43.5,41.5,354.709167480469,8,769.375,0.00577737437561154
2015-09,-42.5,41.5,120.599723815918,4,1107.75,0.00281373178586364
2015-09,-41.5,41.5,57.5472221374512,2,717.5,0.000313205440761521
2015-09,-44.5,40.5,14.4629163742065,3,236.33332824707,0.000108261971035972
2015-09,-42.5,40.5,51.4005546569824,9,794.333312988281,0.000763680262025446
2015-09,-41.5,40.5,105.705001831055,4,1396,0.000880700361449271
2015-09,-40.5,40.5,20.1712512969971,2,458.5,0.000123815596452914
2015-09,-39.5,40.5,1.38388884067535,4,458.75,5.29553399246652e-05
2015-09,-38.5,40.5,73.9075012207031,14,554.285705566406,0.000597705831751227
2015-09,-37.5,40.5,6.69638872146606,4,544.25,0.0001146547292592
2015-09,-35.5,40.5,1.54208338260651,2,389.5,9.9698581834673e-06
2015-09,-41.5,39.5,65.5787506103516,1,2344,0.00031450396636501
2015-09,-40.5,39.5,72.2016677856445,8,892.5,0.000894479686394334
2015-09,-39.5,39.5,75.3409729003906,8,1965.5,0.00262124859727919
2015-09,-37.5,39.5,49.670970916748,12,665,0.000384779938030988
2015-09,-36.5,39.5,70.2847213745117,8,875.625,0.000551924342289567
2015-09,-41.5,38.5,52.2883338928223,2,1226.5,0.000364537816494703
2015-09,-40.5,38.5,61.1843070983887,3,2312.33325195312,0.000601675012148917
2015-09,-39.5,38.5,203.39111328125,7,2598.57153320312,0.00154769816435874
2015-09,-38.5,38.5,97.4544448852539,14,2073.71435546875,0.0022315860260278
2015-09,-35.5,38.5,24.3070831298828,3,1211.33337402344,0.000192635270650499
2015-09,-45.5,37.5,27.1952781677246,5,221.600006103516,0.00233844015747309
2015-09,-41.5,37.5,110.487083435059,5,1317.40002441406,0.000400862918468192
2015-09,-40.5,37.5,143.728607177734,25,1538.40002441406,0.00096177717205137
2015-09,-38.5,37.5,65.7638854980469,9,2213.77783203125,0.000996447284705937
2015-09,-43.5,36.5,19.8756942749023,2,564.5,7.96760432422161e-05
2015-09,-42.5,36.5,19.4238891601562,1,1724,0.000142297663842328
2015-09,-40.5,36.5,197.589721679688,17,2107,0.0013404922792688
2015-09,-34.5,36.5,59.1234741210938,6,1520,0.000479608424939215
2015-09,-33.5,36.5,135.011520385742,11,1351.09094238281,0.00332231516949832
2015-09,-32.5,36.5,45.377498626709,2,1825,0.00037882273318246
2015-09,-43.5,35.5,17.5547218322754,2,1178.5,0.000337777222739533
2015-09,-42.5,35.5,51.8161125183105,6,1263.5,0.000192879277165048
2015-09,-40.5,35.5,246.62028503418,7,3036.42846679688,0.000848245399538428
2015-09,-40.5,34.5,268.467651367188,15,2984.06665039062,0.00192598649300635
2015-09,-40.5,33.5,136.740417480469,7,1796.42858886719,0.000499273766763508
2015-09,-40.5,32.5,56.3969459533691,6,1569.33337402344,0.000417170376749709
2015-10,-42.5,42.5,13.5950002670288,3,350,7.84559160820208e-05
2015-10,-41.5,42.5,122.927505493164,4,442.5,0.00198202510364354
2015-10,-36.5,42.5,16.2851390838623,4,690,0.000568568415474147
2015-10,-35.5,42.5,18.3413887023926,3,266.666656494141,0.000196557535673492
2015-10,-43.5,41.5,156.1259765625,16,1001.5,0.000803880393505096
2015-10,-42.5,41.5,114.214447021484,6,580.166687011719,0.00148772052489221
2015-10,-41.5,41.5,40.1669425964355,6,700,0.000619608676061034
2015-10,-40.5,41.5,8.19361114501953,2,620,8.96281562745571e-05
2015-10,-38.5,40.5,25.7083339691162,2,940,0.000221880822209641
2015-10,-42.5,39.5,44.3727760314941,2,687.5,0.000231241298024543
2015-10,-41.5,39.5,37.2072219848633,2,800,0.000580351450480521
2015-10,-36.5,39.5,27.8672218322754,2,692.5,0.00016698386752978
2015-10,-35.5,39.5,19.1126384735107,2,385,0.000225170777412131
2015-10,-34.5,39.5,70.1829147338867,8,633.25,0.000417634408222511
2015-10,-42.5,38.5,74.6105575561523,2,255,0.000772956234868616
2015-10,-41.5,38.5,112.719024658203,16,620.6875,0.00117483269423246
2015-10,-34.5,38.5,28.9588890075684,4,741.5,0.0005053331842646
2015-10,-32.5,36.5,187.014312744141,9,875,0.00155370018910617
2015-10,-32.5,35.5,80.0988922119141,8,1482.875,0.000671947549562901
2015-10,-31.5,35.5,156.597229003906,11,1329.09094238281,0.00261468766257167
2015-10,-30.5,35.5,42.6555557250977,4,944.5,0.00178923306521028
2015-10,-31.5,33.5,47.5615272521973,2,279.5,0.000155797053594142
2015-11,-51.5,42.5,36.1654167175293,2,1671.5,0.00310975546017289
2015-11,-53.5,41.5,94.4993057250977,4,1725.25,0.00541714020073414
2015-11,-50.5,41.5,69.7330551147461,6,4618.16650390625,0.000470285129267722
2015-11,-49.5,41.5,44.3365287780762,3,2489,0.000300186162348837
2015-11,-48.5,41.5,105.028198242188,11,2534,0.000694696791470051
2015-11,-45.5,41.5,153.837921142578,17,1236.35290527344,0.00100593606475741
2015-11,-44.5,41.5,107.30583190918,29,1340.96557617188,0.000693752313964069
2015-11,-43.5,41.5,80.8159713745117,10,1973.30004882812,0.000524462026078254
2015-11,-42.5,41.5,50.3659706115723,8,1162.5,0.000325625442201272
2015-11,-55.5,40.5,74.0116653442383,10,4676.10009765625,0.00212134676985443
2015-11,-39.5,39.5,68.1969451904297,4,1012.75,0.00189985102042556
2015-11,-48.5,36.5,31.9258327484131,1,2695,0.000739457900635898
2015-11,-42.5,36.5,39.587776184082,14,1260.71423339844,0.000420251075411215
2015-11,-49.5,35.5,39.4266662597656,1,2695,0.000452024047262967
2015-11,-48.5,35.5,46.0213890075684,4,1163.75,0.000531173252966255
2015-11,-49.5,34.5,40.5023612976074,2,1117.5,0.000449377548648044
2015-11,-43.5,33.5,35.7090263366699,6,930.166687011719,0.000758179929107428
2015-11,-49.5,32.5,27.0433330535889,3,886,0.000292499957140535
2015-11,-49.5,31.5,20.2224998474121,2,936.5,0.000441622687503695
2015-11,-48.5,31.5,28.4544448852539,2,1655,0.000309710390865803
2015-11,-45.5,31.5,54.1526374816895,5,749.599975585938,0.00116410560440272
2015-12,-40.5,39.5,20.517915725708,6,1654.33337402344,0.000152092572534457
2015-12,-42.5,38.5,39.3349990844727,2,3245,0.000895318051334471
2015-12,-41.5,38.5,1.86374998092651,4,1110,4.23595556640066e-05
2015-12,-47.5,37.5,63.3905563354492,6,1728.16662597656,0.00156856491230428
2015-12,-46.5,37.5,84.476806640625,13,1215.07690429688,0.00227890745736659
2015-12,-43.5,37.5,13.921667098999,4,1002.25,0.00021378172095865
2015-12,-40.5,37.5,44.4487495422363,2,1750,0.000292601092951372
2015-12,-46.5,36.5,59.2015266418457,10,1107.19995117188,0.00323261134326458
2015-12,-46.5,35.5,94.9318084716797,7,3525.71435546875,0.00266548129729927
2016-01,-52.5,40.5,88.2347259521484,8,3163.625,0.00131948490161449
2016-01,-51.5,40.5,29.3056945800781,2,3344.5,0.000438244926044717
2016-01,-49.5,39.5,29.5840282440186,2,1642,0.000454257387900725
2016-01,-49.5,34.5,191.152221679688,4,1820.25,0.00867636315524578
2016-01,-48.5,34.5,90.5873641967773,10,1551.80004882812,0.00278190523386002
2016-01,-42.5,34.5,50.1395835876465,2,1432.5,0.000928677676711231
2016-01,-41.5,34.5,35.762638092041,4,995.25,0.000465227989479899
2016-01,-49.5,33.5,256.218475341797,32,1794.78125,0.00773569196462631
2016-01,-48.5,33.5,146.506942749023,2,1172.5,0.00663277227431536
2016-01,-47.5,33.5,175.278335571289,6,1251.16662597656,0.00781828071922064
2016-01,-49.5,32.5,111.536804199219,15,1196.86669921875,0.00515331141650677
2016-01,-48.5,32.5,103.263473510742,8,1396.25,0.00467404909431934
2016-01,-47.5,32.5,237.027770996094,26,1736.57690429688,0.0108219319954515
2016-01,-46.5,32.5,319.616668701172,16,2748.125,0.00968578271567822
2016-01,-45.5,32.5,155.248886108398,8,1264,0.00159872858785093
2016-01,-44.5,32.5,132.469161987305,11,1475.45458984375,0.00264907185919583
2016-01,-46.5,31.5,186.493606567383,21,1259.38098144531,0.00194376055151224
2016-01,-44.5,31.5,53.4051399230957,2,2916,0.00109336827881634
2016-02,-51.5,38.5,91.1061096191406,8,2668.5,0.00146428786683828
2016-02,-46.5,38.5,18.5384731292725,2,875.5,0.000300767424050719
2016-02,-46.5,37.5,187.632919311523,10,782.299987792969,0.00304414890706539
2016-02,-45.5,37.5,171.745697021484,6,774.166687011719,0.00551517074927688
2016-02,-44.5,37.5,68.5287475585938,4,857.5,0.00149654340930283
2016-02,-43.5,37.5,144.074020385742,16,1101.5,0.00795355904847383
2016-02,-42.5,37.5,253.723190307617,12,1134.16662597656,0.0113894902169704
2016-02,-47.5,36.5,69.7401351928711,4,1234.25,0.000735796813387424
2016-02,-46.5,36.5,416.739868164062,24,1097.29162597656,0.00893072970211506
2016-02,-45.5,36.5,551.531372070312,36,1290.16662597656,0.0101889092475176
2016-02,-44.5,36.5,264.031951904297,10,1252.5,0.00555498525500298
2016-02,-42.5,36.5,160.982360839844,18,1051.88891601562,0.00542947882786393
2016-02,-53.5,35.5,62.8383331298828,2,1367,0.000379177479771897
2016-02,-52.5,35.5,74.929443359375,12,1355.75,0.000897973077371716
2016-02,-51.5,35.5,119.329025268555,14,2091.78564453125,0.00142263760790229
2016-02,-50.5,35.5,161.739868164062,8,1993.875,0.000946090032812208
2016-02,-48.5,35.5,479.480560302734,49,1336.14282226562,0.0051216259598732
2016-02,-47.5,35.5,193.825698852539,6,829.5,0.00205759122036397
2016-02,-46.5,35.5,171.56916809082,10,1578,0.00278069591149688
2016-02,-45.5,35.5,336.962219238281,34,1048.2353515625,0.00179965002462268
2016-02,-50.5,34.5,147.864166259766,14,1381.07141113281,0.000861992826685309
2016-02,-49.5,34.5,150.899032592773,12,1149.16662597656,0.00174754217732698
2016-02,-48.5,34.5,149.942077636719,23,1268.9130859375,0.00172198878135532
2016-02,-47.5,34.5,249.613052368164,16,1663,0.00271647050976753
2016-02,-46.5,34.5,106.93985748291,10,1718,0.000589451054111123
2016-02,-47.5,33.5,107.608749389648,13,1409.61535644531,0.0011423397809267
2016-02,-46.5,32.5,150.36735534668,16,1111.375,0.00157678488176316
2016-03,-58.5,38.5,15.5326385498047,4,1049.25,0.00044520158553496
2016-03,-42.5,36.5,135.569030761719,23,1368.21740722656,0.00960896443575621
2016-03,-44.5,34.5,36.7688903808594,2,433.5,0.00218617566861212
2016-03,-43.5,34.5,28.0740280151367,4,1081.25,0.000850765791255981
2016-04,-42.5,34.5,66.6608352661133,2,1178,0.00100560777354985
2016-07,-14.5,-11.5,17.460277557373,1,1857,0.000123331541544758
2016-08,-31.5,-9.5,13.2455558776855,2,641,8.43663292471319e-05
2016-09,-45.5,38.5,31.9259719848633,1,309,0.00366029073484242
2016-09,-44.5,38.5,45.2493057250977,29,415.103454589844,0.00259390100836754
2016-09,-44.5,37.5,80.6893081665039,10,677.299987792969,0.00231274357065558
2016-09,-43.5,37.5,60.4345817565918,6,538.333312988281,0.00173219584394246
2017-01,-29.5,17.5,112.209442138672,17,3521.05883789062,0.000374701048713177
2017-01,-28.5,16.5,63.2200012207031,3,865,0.000309484399622306
2017-01,-26.5,16.5,19.7770824432373,9,3764.66674804688,0.000141880751471035
2017-01,-30.5,15.5,51.825138092041,8,1418,0.000173059714143164
2017-01,-29.5,15.5,32.1861114501953,12,3954.83325195312,0.000160911426064558
2017-01,-28.5,15.5,254.42985534668,16,5806.5,0.00152877054642886
2017-01,-27.5,15.5,16.7747230529785,18,798.888916015625,0.000111281333374791
2017-01,-26.5,15.5,56.5558319091797,6,410.666656494141,0.000578209874220192
2017-01,-25.5,15.5,5.07236099243164,10,800.299987792969,1.79858579940628e-05
2017-01,-29.5,14.5,161.656661987305,12,1034.16662597656,0.00105613574851304
2017-01,-28.5,14.5,541.8095703125,7,2253.42846679688,0.00583271495997906
2017-01,-26.5,14.5,46.3233337402344,13,280.384613037109,0.000313684955472127
2017-01,-28.5,13.5,464.034881591797,12,2174.91674804688,0.0049512842670083
2017-01,-27.5,13.5,42.0233345031738,4,1269.75,0.000343759980751202
2017-01,-28.5,12.5,11.6679162979126,2,1938.5,3.77176329493523e-05
2017-01,-27.5,12.5,72.5811080932617,3,2397.33325195312,0.000704208272509277
2017-01,-23.5,10.5,21.3491668701172,2,1413,0.000242201902437955
2017-02,-23.5,20.5,2.78222227096558,8,886.625,5.26909352629445e-05
2017-02,-27.5,19.5,18.3075008392334,1,510,0.000207744858926162
2017-02,-27.5,18.5,91.0304107666016,4,471,0.000627500237897038
2017-02,-26.5,18.5,48.3250007629395,22,1897.27270507812,0.000448552629677579
2017-02,-29.5,17.5,21.719165802002,2,1742.5,0.000166985686519183
2017-02,-27.5,17.5,341.152770996094,4,1437,0.00327017810195684
2017-02,-26.5,17.5,292.703887939453,18,1261.33337402344,0.00315949926152825
2017-02,-30.5,16.5,530.182800292969,20,2122.30004882812,0.00459611089900136
2017-02,-29.5,16.5,178.727645874023,26,3390.57690429688,0.000753345666453242
2017-02,-28.5,16.5,301.380004882812,6,3464.16674804688,0.00220945733599365
2017-02,-27.5,16.5,823.766662597656,12,308.75,0.00934169348329306
2017-02,-26.5,16.5,239.985412597656,4,590.75,0.00330568850040436
2017-02,-30.5,15.5,92.959587097168,10,2159.10009765625,0.000317195022944361
2017-02,-29.5,15.5,94.1280517578125,27,2826.4443359375,0.000317403435474262
2017-02,-28.5,15.5,169.602920532227,2,901,0.00335045694373548
2017-02,-27.5,15.5,551.206665039062,9,492.666656494141,0.00558035634458065
2017-02,-26.5,15.5,150.580429077148,6,1328.33337402344,0.00199394556693733
2017-02,-25.5,15.5,19.9177780151367,2,314,0.000279671774478629
2017-02,-27.5,14.5,122.068336486816,3,621,0.00133674347307533
2017-02,-24.5,14.5,33.5173606872559,10,405,0.000179572525667027
2017-02,-23.5,14.5,25.2274990081787,6,445.666656494141,0.000167387508554384
2017-02,-22.5,14.5,27.5608329772949,16,4346.875,0.000505558913573623
2017-02,-30.5,13.5,4.26069450378418,2,2788,4.13192792620976e-05
2017-02,-25.5,13.5,63.5329170227051,3,1315.66662597656,0.0003803220752161
2017-02,-23.5,13.5,54.6383323669434,6,137.5,0.000423222663812339
2017-03,-25.5,23.5,14.5420837402344,2,481,0.000324061082210392
2017-03,-27.5,21.5,21.4187488555908,2,802,0.000529559212736785
2017-03,-26.5,21.5,111.167083740234,2,817.5,0.00229456718079746
2017-03,-25.5,21.5,10.3561115264893,2,763.5,0.000184042917680927
2017-03,-27.5,20.5,239.973754882812,3,1081.33337402344,0.00771097466349602
2017-03,-26.5,20.5,285.552764892578,6,899.333312988281,0.00495135830715299
2017-03,-25.5,20.5,34.8618049621582,3,9623.3330078125,0.00062815478304401
2017-03,-27.5,19.5,3.08944439888,1,1162,0.000135698981466703
2017-03,-26.5,19.5,57.287914276123,4,227.75,0.00140706775709987
2017-03,-27.5,18.5,87.2211074829102,14,3030.85717773438,0.000892874493729323
2017-03,-26.5,18.5,127.871246337891,4,2458.75,0.00362493004649878
2017-03,-23.5,17.5,52.9837493896484,4,1360.75,0.000262588640907779
2017-03,-23.5,14.5,52.4645843505859,8,682,0.00234985188581049
2017-03,-22.5,14.5,66.3719482421875,18,1359.44445800781,0.000711174972821027
2017-03,-22.5,12.5,14.1013889312744,8,1398,0.000159817878738977
2017-03,-21.5,12.5,2.09472227096558,8,1158.375,1.15832062874688e-05
2017-03,-25.5,11.5,29.7234725952148,4,723.25,0.000545100134331733
2017-03,-24.5,11.5,50.1265258789062,4,902,0.000910521135665476
2017-04,-32.5,36.5,82.7297210693359,4,1219.75,0.00125628500245512
2017-04,-31.5,36.5,110.567085266113,5,684,0.000841356697492301
2017-04,-31.5,35.5,51.760555267334,4,969,0.00116280966904014
2017-04,-33.5,34.5,38.2276382446289,3,1998,0.000570450094528496
2017-04,-32.5,34.5,17.2993049621582,4,2589,0.00025702323182486
2017-04,-19.5,31.5,2.76805543899536,1,531,1.87414752872428e-05
2017-04,-19.5,30.5,46.827220916748,1,278,0.00276587344706059
2017-04,-24.5,18.5,1.81930553913116,4,90,8.84997716639191e-05
2017-04,-25.5,17.5,7.90194463729858,2,365,5.26716612512246e-05
2017-04,-17.5,17.5,68.7308349609375,13,1614.07690429688,0.000875549274496734
2017-04,-26.5,16.5,82.4348602294922,6,1656.83337402344,0.00053903617663309
2017-04,-22.5,12.5,52.2186126708984,2,749.5,0.00106205593328923
2017-05,-33.5,41.5,9.11888885498047,1,6000,0.000229137600399554
2017-05,-40.5,39.5,117.305969238281,7,1621.57141113281,0.000984076759777963
2017-05,-17.5,38.5,14.4505558013916,1,1025,0.000109961038106121
2017-05,-40.5,37.5,123.590698242188,9,2113.77783203125,0.00213077873922884
2017-05,-39.5,37.5,294.340423583984,23,1779.73913574219,0.0049384287558496
2017-05,-38.5,37.5,45.7079162597656,4,2077,0.000768801430240273
2017-05,-32.5,37.5,82.7193069458008,11,777.272705078125,0.00125335401389748
2017-05,-40.5,36.5,32.9795837402344,2,1432,0.000276664883131161
2017-05,-36.5,36.5,57.3499984741211,4,542.25,0.000915376818738878
2017-05,-37.5,35.5,17.0456943511963,2,935,0.000416795199271291
2017-05,-36.5,35.5,35.1861114501953,2,771,0.00108919700141996
2017-05,-39.5,34.5,32.8940277099609,2,371.5,0.000827881041914225
2017-05,-35.5,34.5,15.9018058776855,4,735,0.000360885285772383
2017-05,-34.5,34.5,28.1484718322754,2,1105,0.00042744618258439
2017-06,-40.5,40.5,103.160415649414,7,1618.42858886719,0.00318066566251218
2017-06,-40.5,39.5,101.806945800781,11,1209.90905761719,0.00614355877041817
2017-06,-39.5,39.5,21.6544437408447,4,1074.75,0.000439444556832314
2017-06,-41.5,38.5,138.549438476562,13,2350.07690429688,0.0126596819609404
2017-06,-40.5,38.5,79.6236114501953,7,2596.42846679688,0.00694687757641077
2017-07,-43.5,41.5,124.435417175293,14,907,0.00135440845042467
2017-07,-42.5,40.5,19.6625003814697,2,931,0.000840141321532428
2017-07,-41.5,40.5,5.68847227096558,4,630,0.000361237704055384
